,words,nots
13518,absunt,imperative
13519,sōlis,plural
13520,eōs,feminine
13521,Galliae,nominative
13522,Galliae,nominative
13523,virtūte,plural
13524,causā,masculine
13525,ea,1st person
13526,ab,adjective
13527,est,future
13528,dīvidit,2nd person
13529,lēgibus,genitive
13530,hī,singular
13531,animōs,feminine
13532,proeliīs,masculine
13533,trēs,singular
13534,quod,feminine
13535,gerunt,subjunctive
13536,continenter,passive
13537,eam,1st person
13538,dīvidit,passive
13539,pertinet,2nd person
13540,dīvīsa,masculine
13541,flūmen,plural
13542,bellum,genitive
13543,linguā,neuter
13544,fīnibus,accusative
13545,appellantur,deponent
13546,Belgīs,neuter
13547,in,conjunction
13548,absunt,imperative
13549,pertinent,deponent
13550,Gallia,ablative
13551,est,subjunctive
13552,flūmen,feminine
13553,est,imperative
13554,dīvidit,plural
13555,spectat,semi-deponent
13556,dīvīsa,masculine
13557,virtūte,masculine
13558,proximī,feminine
13559,atque,adjective
13560,fortissimī,ablative
13561,partēs,singular
13562,continenter,comparative
13563,cum,adverb
13564,quae,demonstrative
13565,virtūte,plural
13566,proximī,accusative
13567,continētur,pluperfect
13568,dīvidit,plural
13569,appellantur,deponent
13570,appellantur,deponent
13571,Belgārum,dative
13572,quae,demonstrative
13573,fīnibus,nominative
13574,dē,adjective
13575,longissimē,positive
13576,proeliīs,accusative
13577,quam,plural
13578,sunt,imperfect
13579,inter,adverb
13580,tertiam,neuter
13581,ūnam,demonstrative
13582,dīvīsa,masculine
13583,virtūte,plural
13584,Germānīs,accusative
13585,inter,preposition w/ abl.
13586,fortissimī,ablative
13587,fīnibus,accusative
13588,incolunt,singular
13589,partem,nominative
13590,dē,preposition w/ acc.
13591,partēs,dative
13592,trēs,singular
13593,spectat,perfect
13594,dīvidit,2nd person
13595,partem,ablative
13596,flūmen,ablative
13597,quī,demonstrative
13598,-que,pronoun
13599,trēs,ordinal
13600,dīvidit,deponent
13601,sōlis,nominative
13602,continenter,passive
13603,trāns,pronoun
13604,hī,ablative
13605,suīs,2nd person
13606,quā,reflexive
13607,ūna,demonstrative
13608,ūna,demonstrative
13609,appellantur,2nd person
13610,capit,semi-deponent
13611,est,subjunctive
13612,quā,nominative
13613,omnis,plural
13614,ipsī,accusative
13615,obtinēre,participle
13616,flūminis,plural
13617,ipsōrum,singular
13618,mercātōrēs,ablative
13619,ā,adverb
13620,ea,genitive
13621,obtinēre,perfect
13622,Germānīs,superlative
13623,contendunt,imperfect
13624,ea,dative
13625,bellum,masculine
13626,etiam,pronoun
13627,hōrum,nominative
13628,linguā,neuter
13629,lēgibus,nominative
13630,omnium,nominative
13631,prohibent,subjunctive
13632,proximī,feminine
13633,tertiam,neuter
13634,prohibent,1st person
13635,flūminis,plural
13636,proximī,feminine
13637,omnis,accusative
13638,obtinēre,future
13639,causā,plural
13640,ā,conjunction
13641,pertinet,imperative
13642,-que,pronoun
13643,spectat,2nd person
13644,trāns,conjunction
13645,dē,preposition w/ acc.
13646,eam,2nd person
13647,ūna,ordinal
13648,trēs,singular
13649,suīs,singular
13650,ūna,neuter
13651,dictum est,deponent
13652,incolunt,future perfect
13653,sunt,future perfect
13654,ūna,comparative
13655,ab,noun
13656,continētur,active
13657,dīvīsa,gerund
13658,virtūte,plural
13659,pertinent,future
13660,contendunt,2nd person
13661,pertinent,imperative
13662,ūnam,masculine
13663,partēs,neuter
13664,partēs,neuter
13665,aliam,genitive
13666,Celtae,ablative
13667,fīnibus,genitive
13668,quī,noun
13669,eōrum,feminine
13670,sē,nominative
13671,cum,pronoun
13672,trāns,adverb
13673,proximī,dative
13674,omnis,plural
13675,animōs,genitive
13676,bellum,plural
13677,initium,ablative
13678,absunt,semi-deponent
13679,sōlis,plural
13680,bellum,dative
13681,ūna,demonstrative
13682,etiam,pronoun
13683,-que,pronoun
13684,proeliīs,feminine
13685,prōvinciae,accusative
13686,ipsōrum,noun
13687,ūna,ordinal
13688,ad,conjunction
13689,Celtae,ablative
13690,spectat,pluperfect
13691,flūmen,dative
13692,flūmen,genitive
13693,quārum,masculine
13694,quam,noun
13695,lēgibus,masculine
13696,lēgibus,masculine
13697,lēgibus,masculine
13698,lēgibus,neuter
13699,bellum,genitive
13700,omnēs,ablative
13701,Germānīs,singular
13702,virtūte,plural
13703,causā,neuter
13704,eam,dative
13705,Gallia,ablative
13706,oriuntur,imperative
13707,Belgīs,accusative
13708,proximī,dative
13709,contendunt,subjunctive
13710,montēs,genitive
13711,est,imperative
13712,prohibent,1st person
13713,fīnibus,genitive
13714,continētur,1st person
13715,trēs,singular
13716,eam,2nd person
13717,omnēs,superlative
13718,cum,adverb
13719,cum,adverb
13720,bellum,plural
13721,cum,adverb
13722,gerunt,singular
13723,fīnibus,genitive
13724,Hispāniam,masculine
13725,minimē,adjective
13726,quod,noun
13727,Belgīs,neuter
13728,aliam,superlative
13729,quibus,demonstrative
13730,initium,ablative
13731,reliquōs,singular
13732,ad,adverb
13733,trāns,pronoun
13734,quam,noun
13735,obtinēre,subjunctive
13736,quod,ablative
13737,atque,pronoun
13738,capit,pluperfect
13739,virtūte,neuter
13740,oriuntur,semi-deponent
13741,oriuntur,perfect
13742,quod,noun
13743,inter,preposition w/ abl.
13744,inter,preposition w/ abl.
13745,linguā,masculine
13746,dictum est,1st person
13747,spectant,deponent
13748,suīs,demonstrative
13749,fīnibus,masculine
13750,initium,genitive
13751,cotīdiānīs,superlative
13752,dē,noun
13753,fīnibus,nominative
13754,fīnibus,nominative
13755,ā,pronoun
13756,virtūte,accusative
13757,aliam,nominative
13758,prohibent,imperfect
13759,absunt,1st person
13760,absunt,imperative
13761,montēs,genitive
13762,occāsum,ablative
13763,dictum est,subjunctive
13764,flūmine,feminine
13765,flūmine,feminine
13766,Germānīs,genitive
13767,fīnibus,accusative
13768,ad,adverb
13769,orientem,neuter
13770,orientem,neuter
13771,quae,noun
13772,inter,pronoun
13773,sōlis,ablative
13774,quī,demonstrative
13775,prohibent,pluperfect
13776,quārum,singular
13777,quārum,noun
13778,lēgibus,singular
13779,lēgibus,accusative
13780,quī,reflexive
13781,omnis,ablative
13782,inter,pronoun
13783,flūmine,feminine
13784,inter,preposition w/ abl.
13785,appellantur,active
13786,eōs,2nd person
13787,dīvidit,passive
13788,obtinēre,indicative
13789,dē,preposition w/ acc.
13790,ab,noun
13791,ab,noun
13792,sōlis,feminine
13793,animōs,neuter
13794,occāsum,plural
13795,minimē,adjective
13796,quibus,noun
13797,pars,masculine
13798,inter,preposition w/ abl.
13799,linguā,neuter
13800,bellum,ablative
13801,bellum,ablative
13802,omnēs,singular
13803,absunt,semi-deponent
13804,prohibent,deponent
13805,longissimē,positive
13806,partem,ablative
13807,suīs,singular
13808,spectat,semi-deponent
13809,proximī,feminine
13810,montēs,genitive
13811,quā,noun
13812,hōrum,feminine
13813,Gallia,ablative
13814,ab,noun
13815,lēgibus,accusative
13816,ipsī,adverb
13817,proeliīs,genitive
13818,quod,demonstrative
13819,virtūte,neuter
13820,appellantur,singular
13821,flūminis,masculine
13822,longissimē,comparative
13823,prohibent,perfect
13824,in,adverb
13825,proeliīs,singular
13826,oriuntur,pluperfect
13827,quī,feminine
13828,prōvinciae,accusative
13829,in,adverb
13830,in,conjunction
13831,ea,masculine
13832,fīnibus,genitive
13833,eōrum,singular
13834,prōvinciae,ablative
13835,minimē,positive
13836,occāsum,nominative
13837,Belgārum,neuter
13838,quam,reflexive
13839,hōrum,feminine
13840,omnēs,neuter
13841,incolunt,subjunctive
13842,dīvidit,subjunctive
13843,sunt,singular
13844,quārum,singular
13845,quam,genitive
13846,linguā,nominative
13847,lēgibus,accusative
13848,obtinēre,participle
13849,ad,adverb
13850,sē,genitive
13851,pertinet,perfect
13852,omnis,plural
13853,ipsōrum,accusative
13854,ā,noun
13855,quārum,nominative
13856,Galliae,plural
13857,prōvinciae,ablative
13858,oriuntur,imperative
13859,eam,masculine
13860,eam,masculine
13861,ūna,neuter
13862,ūna,neuter
13863,ipsōrum,feminine
13864,fīnibus,genitive
13865,Celtae,accusative
13866,proeliīs,nominative
13867,ā,pronoun
13868,quārum,masculine
13869,ad,adverb
13870,flūmen,genitive
13871,sōlis,neuter
13872,proeliīs,nominative
13873,ūnam,dative
13874,cotīdiānīs,nominative
13875,linguā,masculine
13876,pertinet,plural
13877,Belgīs,singular
13878,quae,genitive
13879,proeliīs,singular
13880,trēs,dative
13881,prōvinciae,accusative
13882,virtūte,masculine
13883,ūna,masculine
13884,ipsī,reflexive
13885,dē,preposition w/ acc.
13886,Germānīs,comparative
13887,trāns,preposition w/ abl.
13888,trāns,preposition w/ abl.
13889,bellum,masculine
13890,cum,adjective
13891,montēs,neuter
13892,flūmine,genitive
13893,sōlis,dative
13894,Hispāniam,dative
13895,animōs,genitive
13896,causā,dative
13897,trēs,neuter
13898,flūmine,feminine
13899,animōs,neuter
13900,eam,dative
13901,Belgīs,genitive
13902,-que,pronoun
13903,eōs,relative
13904,causā,plural
13905,quae,demonstrative
13906,spectat,passive
13907,fīnibus,singular
13908,prohibent,passive
13909,ūna,masculine
13910,flūmen,plural
13911,flūmen,plural
13912,gerunt,deponent
13913,montēs,feminine
13914,spectant,passive
13915,pars,neuter
13916,dē,conjunction
13917,Germānīs,genitive
13918,ipsī,ablative
13919,reliquōs,comparative
13920,quam,plural
13921,flūmine,feminine
13922,quā,plural
13923,continenter,deponent
13924,sōlem,plural
13925,ā,conjunction
13926,eōrum,2nd person
13927,capit,subjunctive
13928,Belgīs,feminine
13929,initium,plural
13930,Galliae,ablative
13931,sōlem,plural
13932,ab,pronoun
13933,continenter,comparative
13934,Celtae,feminine
13935,flūmen,masculine
13936,eam,masculine
13937,etiam,pronoun
13938,prōvinciae,accusative
13939,spectat,plural
13940,lēgibus,singular
13941,quae,noun
13942,fortissimī,feminine
13943,gerunt,passive
13944,fortissimī,feminine
13945,inter,adverb
13946,flūmine,feminine
13947,orientem,neuter
13948,fīnibus,accusative
13949,etiam,pronoun
13950,appellantur,1st person
13951,Germānīs,superlative
13952,quārum,neuter
13953,fīnibus,singular
13954,incolunt,deponent
13955,-que,pronoun
13956,virtūte,masculine
13957,trāns,pronoun
13958,absunt,imperfect
13959,spectant,perfect
13960,quī,genitive
13961,trēs,genitive
13962,proeliīs,feminine
13963,proximī,comparative
13964,appellantur,indicative
13965,appellantur,indicative
13966,ūnam,plural
13967,Hispāniam,masculine
13968,appellantur,singular
13969,omnēs,neuter
13970,omnēs,neuter
13971,bellum,ablative
13972,longissimē,comparative
13973,dīvidit,plural
13974,prōvinciae,ablative
13975,continenter,deponent
13976,ūna,neuter
13977,ūnam,comparative
13978,fortissimī,feminine
13979,continētur,deponent
13980,ad,conjunction
13981,incolunt,passive
13982,incolunt,semi-deponent
13983,bellum,ablative
13984,flūmine,plural
13985,Belgīs,singular
13986,Germānīs,accusative
13987,sōlis,ablative
13988,prohibent,semi-deponent
13989,ipsōrum,singular
13990,flūmen,ablative
13991,partem,plural
13992,ipsī,relative
13993,quārum,dative
13994,proximī,feminine
13995,aliam,comparative
13996,fortissimī,accusative
13997,Belgae,accusative
13998,-que,pronoun
13999,quī,noun
14000,capit,imperative
14001,spectat,2nd person
14002,fīnibus,accusative
14003,flūminis,masculine
14004,ūna,ablative
14005,montēs,neuter
14006,Hispāniam,plural
14007,oriuntur,imperative
14008,contendunt,imperative
14009,cotīdiānīs,nominative
14010,flūmen,plural
14011,incolunt,imperative
14012,prohibent,passive
14013,omnium,ablative
14014,Belgārum,dative
14015,Galliae,neuter
14016,longissimē,comparative
14017,ad,pronoun
14018,eōrum,feminine
14019,appellantur,deponent
14020,proximī,feminine
14021,dīvīsa,infinitive
14022,capit,deponent
14023,hōrum,feminine
14024,appellantur,deponent
14025,flūmen,ablative
14026,prōvinciae,accusative
14027,cum,adverb
14028,partem,genitive
14029,causā,genitive
14030,est,1st person
14031,mercātōrēs,neuter
14032,trēs,ordinal
14033,ā,adverb
14034,partem,genitive
14035,hī,singular
14036,contendunt,singular
14037,Gallia,ablative
14038,partēs,genitive
14039,ea,masculine
14040,hōrum,reflexive
14041,virtūte,dative
14042,flūminis,masculine
14043,flūminis,masculine
14044,longissimē,positive
14045,virtūte,genitive
14046,quam,ablative
14047,animōs,nominative
14048,flūminis,nominative
14049,sē,nominative
14050,lēgibus,accusative
14051,pertinet,plural
14052,bellum,dative
14053,eōrum,nominative
14054,quī,dative
14055,in,conjunction
14056,obtinēre,3rd person
14057,fīnibus,neuter
14058,atque,adjective
14059,sē,relative
14060,hōrum,feminine
14061,spectat,passive
14062,reliquōs,feminine
14063,quārum,accusative
14064,tertiam,masculine
14065,tertiam,masculine
14066,flūminis,plural
14067,dē,preposition w/ acc.
14068,incolunt,deponent
14069,omnēs,superlative
14070,ab,conjunction
14071,contendunt,future
14072,bellum,feminine
14073,-que,pronoun
14074,quārum,demonstrative
14075,eōs,reflexive
14076,proeliīs,genitive
14077,fortissimī,feminine
14078,in,adverb
14079,atque,adjective
14080,suīs,comparative
14081,absunt,subjunctive
14082,orientem,nominative
14083,quam,dative
14084,partēs,neuter
14085,absunt,singular
14086,quae,reflexive
14087,pars,accusative
14088,omnium,accusative
14089,-que,pronoun
14090,ea,genitive
14091,orientem,future
14092,lēgibus,accusative
14093,minimē,comparative
14094,cotīdiānīs,superlative
14095,proeliīs,accusative
14096,pertinent,1st person
14097,quī,ablative
14098,minimē,positive
14099,ā,noun
14100,quod,noun
14101,ūna,superlative
14102,in,adverb
14103,eōs,2nd person
14104,sōlem,genitive
14105,etiam,pronoun
14106,dīvīsa,ablative
14107,oriuntur,semi-deponent
14108,omnis,plural
14109,ūnam,ordinal
14110,reliquōs,genitive
14111,ab,preposition w/ acc.
14112,capit,imperative
14113,orientem,future
14114,sunt,1st person
14115,ā,adverb
14116,cotīdiānīs,comparative
14117,pertinent,2nd person
14118,linguā,genitive
14119,dīvīsa,masculine
14120,quā,demonstrative
14121,lēgibus,accusative
14122,tertiam,superlative
14123,ea,interrogative
14124,omnis,dative
14125,mercātōrēs,feminine
14126,bellum,feminine
14127,bellum,plural
14128,capit,deponent
14129,trēs,dative
14130,pertinet,future perfect
14131,dīvidit,2nd person
14132,dīvidit,2nd person
14133,sōlis,accusative
14134,virtūte,neuter
14135,flūmen,ablative
14136,ea,genitive
14137,ea,genitive
14138,quārum,reflexive
14139,quārum,reflexive
14140,quārum,reflexive
14141,bellum,dative
14142,in,conjunction
14143,capit,passive
14144,trāns,preposition w/ abl.
14145,trāns,preposition w/ abl.
14146,continenter,semi-deponent
14147,quārum,noun
14148,animōs,neuter
14149,dīvidit,deponent
14150,virtūte,dative
14151,sōlis,plural
14152,sōlis,plural
14153,in,conjunction
14154,trāns,preposition w/ abl.
14155,Galliae,nominative
14156,etiam,pronoun
14157,pars,accusative
14158,quibus,demonstrative
14159,quibus,demonstrative
14160,initium,ablative
14161,Galliae,ablative
14162,spectat,plural
14163,fortissimī,accusative
14164,Celtae,ablative
14165,animōs,dative
14166,ab,adverb
14167,reliquōs,neuter
14168,ab,adverb
14169,sōlis,accusative
14170,quibus,genitive
14171,ūnam,superlative
14172,contendunt,singular
14173,contendunt,subjunctive
14174,spectat,plural
14175,pertinet,imperative
14176,trāns,adverb
14177,ea,reflexive
14178,incolunt,imperfect
14179,quod,masculine
14180,montēs,genitive
14181,aliam,genitive
14182,fortissimī,feminine
14183,flūmine,plural
14184,ipsōrum,feminine
14185,ad,adverb
14186,minimē,adjective
14187,oriuntur,subjunctive
14188,causā,plural
14189,flūmine,plural
14190,proeliīs,accusative
14191,ūna,masculine
14192,dīvīsa,comparative
14193,dīvīsa,comparative
14194,pertinet,imperative
14195,est,plural
14196,incolunt,passive
14197,dīvīsa,present
14198,absunt,future
14199,Belgīs,singular
14200,ā,pronoun
14201,occāsum,nominative
14202,etiam,pronoun
14203,flūminis,masculine
14204,flūmen,plural
14205,linguā,genitive
14206,partēs,genitive
14207,reliquōs,dative
14208,inter,pronoun
14209,Belgīs,singular
14210,flūmine,dative
14211,pertinet,plural
14212,spectant,1st person
14213,continētur,plural
14214,pertinent,semi-deponent
14215,quibus,accusative
14216,Belgīs,genitive
14217,sē,genitive
14218,partēs,neuter
14219,etiam,pronoun
14220,Celtae,ablative
14221,omnēs,comparative
14222,trāns,pronoun
14223,sōlem,plural
14224,flūminis,plural
14225,flūmen,masculine
14226,quā,demonstrative
14227,eōrum,possessive
14228,animōs,neuter
14229,Belgae,accusative
14230,quārum,reflexive
14231,dē,conjunction
14232,dē,conjunction
14233,omnis,plural
14234,in,conjunction
14235,flūmen,masculine
14236,quārum,accusative
14237,sē,relative
14238,ad,pronoun
14239,quae,reflexive
14240,minimē,adjective
14241,in,adverb
14242,dīvidit,plural
14243,hī,neuter
14244,gerunt,future
14245,est,pluperfect
14246,Galliae,nominative
14247,Celtae,accusative
14248,spectant,subjunctive
14249,occāsum,ablative
14250,flūmine,nominative
14251,prōvinciae,ablative
14252,partem,masculine
14253,Belgīs,accusative
14254,mercātōrēs,dative
14255,initium,ablative
14256,prohibent,deponent
14257,Belgīs,neuter
